filename,duration_sec,bpm,rms_energy,spectral_centroid,spectral_contrast,zero_crossing_rate,harmonic_ratio,mfcc_1_mean,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,lyrical_sentiment,tempo_stability,dynamic_range_db,energy_start,energy_mid,energy_end,spectral_flatness,onset_rate,onset_strength_mean,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,energy_buildup,artist_canonical,artist,Zuttomayo,artist_yorushika,chord_change_rate,chord_diversity,unique_chords,major_chord_ratio,minor_chord_ratio,tonic_ratio,dominant_ratio,subdominant_ratio,primary_function_ratio,chord_entropy,band_sub_bass_ratio,band_bass_ratio,band_low_mid_ratio,band_mid_ratio,band_high_mid_ratio,band_high_ratio,band_brilliance_ratio,bass_transient_ratio,inst_acoustic_guitar,inst_electric_guitar,inst_steel_guitar_slide_guitar,inst_bass_guitar,inst_banjo,inst_mandolin,inst_plucked_string_instrument,inst_violin_fiddle,inst_cello,inst_double_bass,inst_bowed_string_instrument,inst_pizzicato,inst_piano,inst_electric_piano,inst_organ,inst_synthesizer,inst_harpsichord,inst_drum_kit,inst_drum_machine,inst_bass_drum,inst_snare_drum,inst_hi-hat,inst_cymbal,inst_tabla,inst_saxophone,inst_trumpet,inst_trombone,inst_flute,inst_brass_instrument,inst_wind_instrument_woodwind_instrument,inst_singing,inst_male_singing,inst_female_singing,inst_choir,inst_rapping,inst_drum,inst_music
Bokuno Koto (Orchestra Version).mp3,329.97,161.5,0.2130757123231887,1958.0447818143173,23.922563974606945,0.081432057,0.9008054875181636,-94.85370636,104.3049316,33.40134811401367,2.8591325283050537,17.661907196044922,29.621278762817383,-0.1249,0.015,20.08,0.2119729220867157,0.2531978487968445,0.1740564107894897,0.01366918,1.84,1.2185,0.1648282372808631,0.070976806,0.098606357,-0.040779727,-0.00492523,-0.012566167,0.821,mrs_green_apple,TRUE,FALSE,FALSE,1.603,1,24,0.656,0.344,0.335,0.133,0.139,0.607,3.664,0.012292968,0.45986262,0.2402353286743164,0.2369615286588668,0.036442045,0.007754821,0.00616405,3.6531829833984375,0.0004,0.0002,0.0001,0.0003,0,0.0001,0.0013,0.0035,0.0053,0.0043,0.0057,0.0006,0.0013,0.0005,0.0006,0.0002,0.0003,0.0004,0,0.0002,0.0001,0.0001,0.0001,0,0.0008,0.0017,0.0023,0.0002,0.0049,0.0002,0.0221,0.0012,0.0011,0.0007,0.0001,0.0005,0.6678
Bokuno Koto.mp3,321.31,161.5,0.2921388745307922,2677.092165345078,22.77344015161756,0.1129320996192549,0.79457074,-26.93870544,72.98207092285156,28.29827117919922,4.6479926109313965,21.157495498657227,27.955530166625977,-0.1249,0.0127,18.93,0.29777354,0.3368614315986633,0.2418035417795181,0.032593202,1.36,1.2259,0.1257553614494507,0.06100136,0.080887055,-0.032605226,0.004507836,-0.000975664,0.812,mrs_green_apple,TRUE,FALSE,FALSE,1.948,1,24,0.623,0.377,0.321,0.138,0.123,0.582,3.796,0.023683349,0.50330174,0.1161315739154815,0.2429296523332595,0.071629778,0.021706916,0.020375434,4.023149967193604,0.0004,0.0003,0.0001,0.0004,0,0,0.0013,0.0003,0.0001,0.0001,0.0002,0.0001,0.0008,0.0006,0.0001,0.0001,0.0002,0.0015,0.0001,0.0006,0.0004,0.0002,0.0003,0,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.021,0.0008,0.0009,0.0002,0.0001,0.0017,0.7224
L.P.mp3,304.19,161.5,0.3189018368721008,2598.7539756332244,22.27933296046229,0.1343922488025723,0.7346871899207253,2.169294595718384,79.79734802246094,32.920372009277344,-16.81415558,20.940656661987305,24.23491859436035,-0.5481,0.0122,19.3,0.2927334904670715,0.3010939359664917,0.3628781139850616,0.035562743,1.86,1.2393,0.081224745,-0.041882408,-0.045686508,0.048926587,0.016089663,0.008444758,1.24,mrs_green_apple,TRUE,FALSE,FALSE,1.785,1,24,0.64,0.36,0.385,0.139,0.051,0.574,3.445,0.1066618040204048,0.3360189497470855,0.084816501,0.316625565,0.1084486097097396,0.026939956,0.020252671,4.361987590789795,0.0003,0.0007,0,0.0005,0,0,0.0014,0.0002,0.0001,0,0.0001,0.0001,0.0006,0.0004,0.0001,0.0012,0.0001,0.002,0.0006,0.0012,0.0007,0.0003,0.0004,0,0,0.0001,0,0.0001,0.0001,0.0001,0.0067,0.0002,0.0001,0,0.0009,0.0021,0.7304
ずっと真夜中でいいのに。『マイノリティ脈絡』 (ZUTOMAYO - Minority Myakuraku)（Audio Track）.mp3,300.21,161.5,0.2611358761787414,2521.6110832338704,22.46306821,0.1115765706569025,0.5979065015270207,-52.97314453,73.78535461425781,30.516748428344727,-0.889293313,24.126781463623047,27.25438499450684,0.447,0.0095,17.64,0.213859349,0.2948706746101379,0.2746775448322296,0.03652079,2.77,1.5773,-0.056896667,0.0621615,-0.008223846,0.073309175,-0.005913905,0.000887305,1.284,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,3.457,1,24,0.563,0.437,0.19,0.088,0.115,0.394,3.81,0.1551391184329986,0.4403924942016601,0.07260453,0.2208449095487594,0.086841471,0.012253095,0.011637708,5.6815238,0.0002,0.0004,0,0.0006,0,0,0.0014,0.0001,0.0001,0,0.0002,0.0001,0.0003,0.0002,0,0.0004,0.0001,0.0026,0.0042,0.0014,0.0008,0.0003,0.0004,0,0,0,0,0,0.0001,0.0001,0.0159,0.0001,0.0008,0.0001,0.0008,0.0029,0.7296
Sun.mp3,265.61,161.5,0.2280124425888061,1847.5133303474984,23.915378022173886,0.067419351,0.8402922700248641,-114.1005783,109.13316345214844,39.71274185180664,12.012380599975586,22.69059944152832,28.443714141845703,-0.5682,0.0137,23.2,0.183000237,0.2779431939125061,0.2230939120054245,0.012747698,3,1.2191,0.1971002706478894,-0.14599157,-0.086291946,-0.031673618,0.009123112,0.013172497,1.219,yorushika,FALSE,FALSE,TRUE,1.574,0.958,23,0.625,0.375,0.502,0.176,0.087,0.765,2.986,0.066399798,0.5902096033096313,0.1610895991325378,0.1590934842824936,0.014336884,0.004346284,0.004374583,4.971091747283936,0.0009,0.0012,0.0015,0.0019,0,0.0001,0.0056,0.0011,0.001,0.0005,0.0011,0.0004,0.0041,0.0048,0.0001,0.0003,0.0001,0.0085,0.0001,0.0055,0.0056,0.0023,0.0021,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0077,0.0001,0.0003,0.0001,0,0.0083,0.732
ずっと真夜中でいいのに。『ヒューマノイド』MV.mp3,259.39,161.5,0.3057751357555389,2567.444267148628,22.01960953623905,0.1167782825506847,0.6546757561608662,-9.811923981,79.16305541992188,25.29339408874512,1.3631970882415771,17.42291259765625,21.75428581237793,-0.6095,0.0147,13.03,0.293339342,0.3389207422733307,0.2850653231143951,0.035546172,3.64,1.2921,-0.043677531,-0.111992847,3.659977806909159e-05,0.073781437,-0.005025087,0.001303616,0.972,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,3.597,1,24,0.542,0.458,0.331,0.177,0.1,0.607,3.847,0.025303286,0.4281922876834869,0.1655837297439575,0.2745502,0.068777509,0.02023506,0.016903613,5.206563472747803,0.0008,0.0016,0.0001,0.0007,0.0004,0.0002,0.0037,0.0002,0.0001,0.0001,0.0003,0.0005,0.0015,0.0007,0.0002,0.0003,0.0135,0.0043,0.0001,0.0024,0.0012,0.0004,0.0007,0.0001,0.0001,0,0,0.0001,0.0001,0.0001,0.021,0.0003,0.0014,0.0002,0.0001,0.004,0.7168
ずっと真夜中でいいのに。『間人間』 (ZUTOMAYO - Almost Human)（Audio Track）.mp3,245.03,161.5,0.3239077627658844,2745.161228277082,21.65442455051689,0.12134962,0.6277511916973476,2.659529685974121,75.45233917236328,25.18553352355957,6.37120533,17.262405395507812,22.00735664367676,0.1057,0.0143,12.06,0.3101619780063629,0.315980852,0.3455680906772613,0.037645049,3.08,1.4253,0.096394222,0.011105155,0.04414682,0.018721591,-0.018189013,-0.0088259,1.114,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,3.354,1,24,0.488,0.512,0.354,0.064,0.066,0.483,3.639,0.1209662780165672,0.3846970796585083,0.1446671038866043,0.2522391378879547,0.057074673,0.022464924,0.017489279,4.604836463928223,0.0002,0.0003,0,0.0008,0.0001,0,0.0011,0.0002,0.0001,0.0001,0.0002,0.0001,0.0006,0.0002,0,0.0002,0.0001,0.0136,0.0003,0.0061,0.0049,0.0024,0.0028,0,0.0001,0,0,0,0.0001,0,0.0161,0.0001,0.0002,0.0001,0.0001,0.0112,0.761
Doodle.mp3,244.8,161.5,0.2769791185855865,2793.6571832175355,21.681028668829608,0.1243165081392867,0.6921595063783144,-8.927764893,67.83709716796875,25.777999877929688,1.048412799835205,17.637907028198242,32.37122344970703,0.0337,0.0165,15.22,0.2423055469989776,0.2956008911132812,0.2930263876914978,0.045930035,2.17,1.3261,0.020702454,-0.072330531,0.012596614,0.026183282,0.007971609,-0.003123746,1.209,mrs_green_apple,TRUE,FALSE,FALSE,2.634,1,24,0.618,0.382,0.102,0.186,0.166,0.454,4.13,0.1658375561237335,0.3961169123649597,0.1022217869758606,0.2088800221681594,0.077666476,0.027146008,0.021007361,4.403064727783203,0.0006,0.0009,0.0001,0.0007,0.0001,0.0001,0.002,0.0001,0.0001,0.0001,0.0002,0.0002,0.0005,0.0005,0,0.0004,0.0009,0.0021,0.0002,0.0012,0.0008,0.0006,0.0013,0,0,0,0,0,0.0001,0,0.0084,0.0002,0.0001,0,0.0002,0.0024,0.765
Lion.mp3,230.21,161.5,0.3325596153736114,2188.1000967692817,22.08028058609544,0.1021442515286182,0.7328368105729317,3.063385009765625,97.92432403564452,32.79019927978516,-17.36267281,18.73179244995117,32.572357177734375,0.4365,0.0101,11.54,0.3211310505867004,0.3486316204071045,0.3279160857200622,0.02576917,2.01,1.3032,0.087105264,-0.102316148,-0.015941031,0.023678745,0.009031374,-0.000551502,1.021,mrs_green_apple,TRUE,FALSE,FALSE,2.466,1,24,0.673,0.327,0.247,0.166,0.132,0.545,3.651,0.082558475,0.4171466529369354,0.1246624961495399,0.2624557316303253,0.088675648,0.016333204,0.007907713,4.184839248657227,0.0002,0.0003,0,0.0003,0,0,0.0011,0.0001,0.0001,0,0.0001,0.0001,0.0001,0.0001,0,0.0001,0,0.0009,0.0001,0.0003,0.0003,0.0001,0.0001,0,0,0,0,0,0,0,0.007,0.0001,0.0001,0,0.0001,0.0009,0.7791
Carrying Happiness.mp3,222.09,161.5,0.3549284934997558,2859.758849071997,21.75580825994497,0.1269238740688708,0.7805124367677152,31.72729110717773,69.13116455078125,22.54211426,-3.684972048,17.291292190551758,21.98208999633789,0.8379,0.011,5.7,0.3505635857582092,0.3559836745262146,0.3582372367382049,0.044099402,0.88,1.2533,0.1139382837667404,0.008829275,-0.048575178,-0.093926245,0.00585657,0.012145482,1.022,mrs_green_apple,TRUE,FALSE,FALSE,2.237,1,24,0.671,0.329,0.389,0.136,0.133,0.658,3.58,0.1516250222921371,0.3117466270923614,0.1116380393505096,0.3070243597030639,0.070937768,0.023588732,0.023023892,4.069125175476074,0.0004,0.0005,0.0001,0.0003,0.0001,0.0001,0.0016,0.0003,0.0001,0.0001,0.0003,0.0002,0.0003,0.0001,0.0001,0.0002,0.0001,0.004,0.0002,0.0017,0.0015,0.0015,0.0023,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.023,0.0004,0.0002,0.0001,0.0016,0.0039,0.6885
The flowers are also noisy.mp3,220.71,161.5,0.2681394815444946,2036.7184349497963,22.02967046170932,0.081127935,0.5636727159226892,-47.88637924,103.84751892089844,33.854095458984375,9.005104064941406,17.24261474609375,27.217185974121094,-0.1519,0.0108,12.56,0.2644041180610657,0.2510497868061065,0.2889513373374939,0.015110368,3.92,1.5436,-0.088584829,0.1339164501315147,0.035715354,-0.038177686,0.003269299,0.007853263,1.093,yorushika,FALSE,FALSE,TRUE,2.545,1,24,0.635,0.365,0.219,0.179,0.227,0.625,3.573,0.2127591222524643,0.4464882314205169,0.1354341953992843,0.1604601144790649,0.02251054,0.008993189,0.005050903,6.037863731384277,0.0004,0.0007,0.0002,0.0006,0,0,0.0024,0.0001,0.0001,0,0.0001,0.0001,0.0004,0.0002,0,0.0001,0.0001,0.0022,0.0001,0.0009,0.0004,0.0003,0.0004,0,0.0001,0.0001,0.0001,0,0.0001,0.0001,0.0078,0,0.0001,0.0001,0,0.0016,0.8295
Wanted! Wanted!.mp3,217.63,161.5,0.3152107298374176,2634.848602,22.56129722645645,0.1120527066607543,0.7680659479496044,-8.837762833,72.33370971679688,22.097288131713867,-8.51632309,21.11528587341309,21.554567337036133,0.5504,0.0095,14.55,0.3020219504833221,0.3124977946281433,0.3311073780059814,0.033591002,2.43,1.3826,0.070726375,0.1209080193324228,-0.035164692,0.1097815719397705,-0.002841108,0.016673271,1.096,mrs_green_apple,TRUE,FALSE,FALSE,2.49,0.958,23,0.61,0.39,0.323,0.151,0.074,0.548,3.307,0.2035966515541076,0.2805809080600738,0.071956843,0.3282940983772278,0.083772607,0.016001271,0.015432429,4.217546463012695,0.0003,0.0023,0.0004,0.0005,0,0,0.004,0.0002,0.0001,0,0.0003,0.0001,0.0002,0.0001,0.0001,0.0003,0,0.0014,0.0002,0.0007,0.0005,0.0002,0.0002,0.0001,0.0001,0.0001,0,0,0.0001,0.0002,0.0286,0.0003,0.0003,0.0001,0.0003,0.0021,0.6699
Zesseiseibutsu.mp3,210.76,161.5,0.330405593,2650.7069605667616,22.163517991694587,0.1302898121626088,0.7289720854112898,20.95092773,76.98779297,27.406776428222656,-8.450683594,17.697053909301758,31.061391830444336,-0.6458,0.0103,11.54,0.334704578,0.334636927,0.3218809366226196,0.038665202,1.31,1.1902,0.048675045,0.1087750095779433,-0.134286184,-0.004935486,-0.014228233,0.000693342,0.962,mrs_green_apple,TRUE,FALSE,FALSE,1.978,1,24,0.635,0.365,0.441,0.048,0.098,0.587,3.177,0.029215174,0.4195707440376282,0.1352532058954239,0.2601765096187591,0.1072602942585945,0.031059729,0.017282784,4.701098918914795,0.0004,0.0025,0.0005,0.0014,0,0.0001,0.0043,0.0001,0.0001,0,0.0002,0.0001,0.0006,0.0004,0,0.0001,0.0001,0.0056,0.0001,0.0019,0.0018,0.0007,0.0011,0,0,0,0,0,0,0,0.0138,0.0001,0.0001,0.0001,0,0.0049,0.6929
