filename,lyrical_sentiment,theme_loneliness,theme_regret,theme_escapism,theme_dreams_and_fantasy,theme_identity_and_self,theme_love_and_attachment,theme_anxiety_and_dread,theme_defiance_and_rebellion,theme_melancholy_and_resignation,theme_hope_and_yearning,theme_nostalgia_and_memory,theme_alienation_and_disconnect,emotion_sadness,emotion_anger,emotion_fear,emotion_joy,emotion_tenderness,emotion_bitterness,emotion_longing,emotion_numbness,artist_canonical,artist,Zuttomayo,artist_yorushika
ずっと真夜中でいいのに。『不死身の訓練』 (ZUTOMAYO - Learning How Not to Break)（Audio Track）.mp3,0.2774,0.8396024703979492,0.6340115070343018,0.7974385023117065,0.3469458818435669,0.8785228729248047,0.4367421865463257,0.4310752153396606,0.4717099070549011,0.6621140837669373,0.8295265436172485,0.5254905819892883,0.7627334594726562,0.8106288909912109,0.6479653120040894,0.626695454,0.5155589580535889,0.4451375603675842,0.445431501,0.7073794007301331,0.3626023232936859,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『不法侵入』MV (ZUTOMAYO – Intrusion).mp3,-0.1605,0.1924444735050201,0.085061029,0.2131365239620208,0.04926784,0.3379679024219513,0.1975121647119522,0.1646171808242797,0.1827534884214401,0.07538034,0.2023939490318298,0.1434874981641769,0.072112203,0.028034115,0.1389284431934356,0.1065045893192291,0.3149189949035644,0.1482937186956405,0.06072405,0.1805396825075149,0.090977482,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『優しくLAST SMILE』 (ZUTOMAYO -Yasashiku Last Smile)（Audio Track）.mp3,0.447,0.1444804966449737,0.2061339169740677,0.2988365590572357,0.4415526390075683,0.4156102240085602,0.3630821108818054,0.027532943,0.2243951857089996,0.033431359,0.1723807454109192,0.4976806938648224,0.049451131,0.081812717,0.1920085251331329,0.083441168,0.1236299127340316,0.053009767,0.065097816,0.1456006318330764,0.079710357,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『勘ぐれい』MV（ZUTOMAYO – Hunch Gray）.mp3,-0.6482,0.4827948808670044,0.3726479113101959,0.5697329640388489,0.6201041340827942,0.7059877514839172,0.1419305950403213,0.4702500104904175,0.5042113065719604,0.2433276325464248,0.4130035638809204,0.7645113468170166,0.4545932114124298,0.4787725508213043,0.3484277129173279,0.5781505107879639,0.100701593,0.231136605,0.2604835033416748,0.442094475,0.189258724,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『夜中のキスミ』 (ZUTOMAYO - Kisumi at Midnight)（Audio Track）.mp3,0.3667,0.7863768935203552,0.8063194155693054,0.7888679504394531,0.6482436656951904,0.8201095461845398,0.914290726,0.6948723793029785,0.7787755131721497,0.8103195428848267,0.5959629416465759,0.8149381279945374,0.6651930809020996,0.9139649271965028,0.6486889123916626,0.7369216084480286,0.7484385371208191,0.6696098446846008,0.5451646447181702,0.7755656242370605,0.6550050973892212,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『奥底に眠るルーツ』 (ZUTOMAYO - Inner Heart)（Audio Track）.mp3,-0.0502,0.8189964890480042,0.6899327039718628,0.6681228280067444,0.6799229979515076,0.8630601167678833,0.6192410588264465,0.7065702080726624,0.669380248,0.7979507446289062,0.8670920133590698,0.6857389807701111,0.6197014451026917,0.6269238591194153,0.5804114937782288,0.6925899982452393,0.6180314421653748,0.6210813522338867,0.5619961619377136,0.6752026677131653,0.5998367667198181,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『居眠り遠征隊』 (ZUTOMAYO - Inemuri Enseitai)（Audio Track）.mp3,0.1579,0.1857994347810745,0.1047975420951843,0.309453934,0.091503799,0.285857618,0.02878888,0.1798544377088546,0.2192539125680923,0.1864651441574096,0.025687136,0.077169217,0.1514038294553756,0.080646619,0.079032429,0.1964405477046966,0.028463025,0.056548133,0.074905276,0.070048966,0.2164666801691055,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『形』MV (ZUTOMAYO - Pain Give Form).mp3,0.2704,0.8245679140090942,0.8041945695877075,0.8439754843711853,0.681355894,0.883537769,0.52256763,0.713219404,0.808388889,0.6541218161582947,0.7560439109802246,0.5888891816139221,0.7743275165557861,0.7840918302536011,0.7320594191551208,0.6623871326446533,0.651382565,0.6152756810188293,0.663955033,0.7405028343200684,0.6763260364532471,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『彷徨い酔い温度』 (ZUTOMAYO - Samayoi Yoi Ondo)（Audio Track）.mp3,-0.6728,0.929951012,0.9210740923881532,0.937296987,0.8952253460884094,0.9553191661834716,0.7894772291183472,0.8512122631072998,0.8903895616531372,0.9600252509117126,0.9332181215286256,0.9047136902809144,0.898187518,0.9669139981269836,0.8028358817100525,0.8976953029632568,0.8510265946388245,0.8636217713356018,0.7902825474739075,0.9098669290542604,0.9171543717384338,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『微熱魔』MV (ZUTOMAYO - Warmthaholic).mp3,0.447,0.1444804966449737,0.2061339169740677,0.2988365590572357,0.4415526390075683,0.4156102240085602,0.3630821108818054,0.027532943,0.2243951857089996,0.033431359,0.1723807454109192,0.4976806938648224,0.049451131,0.081812717,0.1920085251331329,0.083441168,0.1236299127340316,0.053009767,0.065097816,0.1456006318330764,0.079710357,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『暗く黒く』MV（ZUTOMAYO – DARKEN）.mp3,-0.4112,0.6106856465339661,0.878783107,0.6064110398292542,0.2433838248252868,0.7695785164833069,0.2323101311922073,0.5118995904922485,0.67161864,0.7603532075881958,0.690193772,0.5952572822570801,0.7004979848861694,0.6904025673866272,0.586434007,0.5226895213127136,0.3458367586135864,0.2877678275108337,0.311989963,0.6356748938560486,0.6426848769187927,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『機械油』 (ZUTOMAYO - Engine Oil)（Audio Track）.mp3,-0.4594,0.8070237636566162,0.6523521542549133,0.5692541003227234,0.462473065,0.8305941224098206,0.4543510675430298,0.50012207,0.553324282,0.7123322486877441,0.6036982536315918,0.4299079477787018,0.4150174260139465,0.7701624035835266,0.5520567893981934,0.5956102013587952,0.3864739537239074,0.4096930921077728,0.3939677774906158,0.5315741896629333,0.443600446,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『正しくなれない』MV（ZUTOMAYO – Can’t Be Right）.mp3,-0.3309,0.1883613020181656,0.2809152603149414,0.3069943487644195,0.2009396106004715,0.6130627989768982,0.4369823634624481,0.2075156718492508,0.2283930629491806,0.082845628,0.3022880852222442,0.3194397687911987,0.097004771,0.2372223436832428,0.3056195974349975,0.2673125267028808,0.4676964879035949,0.4690946042537689,0.2258004993200302,0.273198515,0.1674908250570297,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
