filename,bpm,rms_energy,spectral_centroid,spectral_contrast,zero_crossing_rate,harmonic_ratio,mfcc_1_mean,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,lyrical_sentiment,tempo_stability,dynamic_range_db,spectral_flatness,onset_rate,onset_strength_mean,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,energy_buildup,artist_canonical,artist,Zuttomayo,artist_yorushika,chord_change_rate,chord_diversity,major_chord_ratio,chord_entropy,band_bass_ratio,band_mid_ratio,band_high_ratio,inst_acoustic_guitar,inst_electric_guitar,inst_steel_guitar_slide_guitar,inst_bass_guitar,inst_banjo,inst_mandolin,inst_plucked_string_instrument,inst_violin_fiddle,inst_cello,inst_double_bass,inst_bowed_string_instrument,inst_pizzicato,inst_piano,inst_electric_piano,inst_organ,inst_synthesizer,inst_harpsichord,inst_drum_kit,inst_drum_machine,inst_bass_drum,inst_snare_drum,inst_hi-hat,inst_cymbal,inst_tabla,inst_saxophone,inst_trumpet,inst_trombone,inst_flute,inst_brass_instrument,inst_wind_instrument_woodwind_instrument,inst_singing,inst_male_singing,inst_female_singing,inst_choir,inst_rapping,inst_drum,inst_music,mode_ionian_match,mode_dorian_match,mode_phrygian_match,mode_lydian_match,mode_mixolydian_match,mode_aeolian_match,mode_locrian_match,mode_harmonic_minor_match,mode_melodic_minor_match,mode_pentatonic_maj_match,mode_pentatonic_min_match,mode_blues_match,mode_hirajoshi_match
Kudari.mp3,123.05,0.2418529689311981,2149.3902203491098,24.16210200241532,0.084504656,0.824275867,-88.69442749,87.64524841308594,33.54093170166016,2.8674979209899902,25.207523345947266,32.71647262573242,-0.6476,0.0182,29.04,0.016732955,1.88,1.1957,-0.101420697,-0.192349667,-0.005148276,-0.173431614,0.001048516,0.009265311,0.935,mrs_green_apple,TRUE,FALSE,FALSE,1.757,1,0.603,3.496,0.4877411425113678,0.1914878934621811,0.012303631,0.0014,0.0032,0.0021,0.0022,0,0,0.0091,0.0001,0.0001,0.0001,0.0003,0.0001,0.0004,0.0003,0,0.0002,0,0.0015,0,0.0005,0.0004,0.0001,0.0002,0,0,0,0,0,0.0001,0,0.0119,0.0005,0.0006,0.0001,0,0.0014,0.7814,0.9107,0.8737,0.8884,0.9044,0.899,0.8836,0.8716,0.8952,0.8817,0.8485,0.8391,0.8604,0.8675
They Are.mp3,83.35,0.2854897677898407,1561.4994769467555,23.424433527801405,0.068903396,0.8029905493105889,-76.6367569,135.15048217773438,38.334171295166016,-6.983999729,21.43689537,10.23706055,0.2606,0.0372,20.47,0.008037481,1.95,1.0924,0.1491680280612688,-0.164223992,-0.129343297,0.012225472,-0.00739227,0.005442174,1.281,mrs_green_apple,TRUE,FALSE,FALSE,1.798,0.958,0.717,3.435,0.2368263900279998,0.4220620393753052,0.002694599,0.0003,0.0002,0.0015,0.0002,0,0,0.0008,0.0016,0.0005,0.0003,0.0012,0.0002,0.0127,0.0059,0.0003,0.0003,0.0002,0.0003,0,0.0001,0.0001,0.0001,0.0001,0,0.0004,0.0002,0.0002,0.0002,0.0005,0.0004,0.032,0.0009,0.0007,0.0009,0,0.0003,0.7612,0.9309,0.8898,0.9174,0.9152,0.9161,0.9047,0.9041,0.8961,0.8978,0.8727,0.8461,0.8549,0.873
Mrs. GREEN APPLE - 狭心症 ⧸ Kyoshinsho [Audio].mp3,68,0.2646254003047943,2334.161642811821,22.17557477939146,0.088817569,0.8067904771494149,-71.56529236,82.65679931640625,37.21952438354492,4.481329441070557,21.49987030029297,27.14629173278809,-0.1707,0.0497,24.1,0.026556192,1.26,1.3483,-0.09622395,-0.03679895,0.012204913,-0.063740546,0.006964382,0.004517335,1.762,radwimps,TRUE,FALSE,FALSE,2.896,1,0.6,4.237,0.7078613638877869,0.1245527192950248,0.015794758,0.0005,0.002,0.0002,0.0025,0,0,0.0035,0.0023,0.0017,0.0007,0.0014,0.0002,0.0007,0.0005,0.0001,0.0002,0.0001,0.005,0.0002,0.0025,0.0019,0.0011,0.0016,0,0.0001,0.0001,0.0001,0,0.0001,0,0.0104,0.0008,0.0016,0.0001,0.0003,0.0053,0.6868,0.8684,0.867,0.8711,0.8613,0.8662,0.8731,0.8662,0.8733,0.8672,0.8285,0.8264,0.8617,0.8157
【歌詞付き】流星 Mrs. GREEN APPLE.mp3,143.55,0.189524233,2334.4596023032377,23.13164089406888,0.1127926532209208,0.8184074544006738,-70.4614563,90.19464874267578,32.90452194213867,-16.50804138,18.64526939,28.38739967346192,-0.5041,0.0118,25.92,0.028357476,2.09,1.0787,-0.190293709,0.066635758,0.019557751,0.1359310973631609,-0.017834108,0.000326063,1.101,kp,TRUE,FALSE,FALSE,1.666,1,0.755,3.151,0.4527525603771209,0.2685001492500305,0.024478571,0.0004,0.0004,0.0002,0.0005,0,0.0001,0.0017,0.0014,0.0017,0.0008,0.0013,0.0003,0.0041,0.004,0.0005,0.0003,0.0011,0.0007,0.0001,0.0003,0.0002,0.0002,0.0002,0,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0203,0.0006,0.0003,0.0002,0.0002,0.0007,0.6739,0.9233,0.8837,0.9029,0.9246,0.9072,0.904,0.8874,0.8972,0.8917,0.8706,0.8345,0.851,0.8866
Mrs. GREEN APPLE「Soranji」Official Music Video.mp3,78.3,0.2472975105047226,1934.8996043182133,22.703805506861467,0.078687202,0.8008197239216233,-70.01752472,101.28569793701172,36.61426544189453,-1.959930062,17.74338150024414,22.52251625061035,-0.2238,0.0365,35.35,0.051589005,2.34,1.1352,-0.005110002,0.091515283,-0.097914653,-0.029249085,0.008574013,0.009825268,1.392,mrs_green_apple,TRUE,FALSE,FALSE,1.666,0.958,0.692,3.519,0.4077939391136169,0.2573504149913788,0.009579781,0.0005,0.0005,0.0005,0.0005,0.0001,0.0001,0.002,0.0007,0.0008,0.0005,0.0007,0.0004,0.0149,0.0061,0.0004,0.0003,0.0006,0.0007,0.0001,0.0004,0.0002,0.0001,0.0002,0,0.0001,0.0002,0.0002,0.0001,0.0004,0.0002,0.0293,0.0005,0.0005,0.0005,0.0002,0.0009,0.637,0.8947,0.8727,0.8932,0.8827,0.8866,0.8848,0.8765,0.8929,0.8809,0.8316,0.8337,0.8578,0.848
Propose.mp3,117.45,0.2127732932567596,2258.932884586558,22.571770240551988,0.1015559497455283,0.6524438729177114,-69.59227753,94.98592376708984,38.794410705566406,-9.296759605,21.39691925048828,31.98957061767578,-0.4358,0.0222,18.52,0.027778046,4.24,1.8088,0.084508598,0.020317517,0.054054849,-0.016077626,-0.005191884,-0.018222516,1.294,mrs_green_apple,TRUE,FALSE,FALSE,2.714,1,0.69,3.941,0.4771982729434967,0.269604892,0.010342093,0.0004,0.0002,0.0001,0.0003,0,0,0.0006,0.0001,0.0001,0,0.0001,0,0.0011,0.0008,0,0.0007,0.0002,0.0006,0.0025,0.0004,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,0.0053,0.0006,0.0002,0,0.0001,0.0006,0.835,0.8796,0.8709,0.872,0.8794,0.8795,0.8737,0.8691,0.8785,0.871,0.8296,0.824,0.8515,0.8351
Mrs. GREEN APPLE「天国」Official Music Video.mp3,117.45,0.2418935894966125,2385.483916640645,21.37311265464584,0.095891266,0.807009968,-69.14202118,76.67308044433594,32.904476165771484,11.125874519348145,21.16518783569336,21.180633544921875,-0.2238,0.0255,76.6,0.086026296,1.39,1.0683,-0.028526579,-0.08167662,0.064956415,-0.027915078,0.002517632,0.01637609,1.412,mrs_green_apple,TRUE,FALSE,FALSE,1.895,1,0.686,3.939,0.3082731962203979,0.219620332,0.019092526,0.0003,0.0003,0.0001,0.0005,0,0.0001,0.0017,0.0004,0.0003,0.0003,0.0005,0.0003,0.0031,0.0017,0.0001,0.0002,0.0002,0.0017,0.0001,0.0005,0.0004,0.0003,0.0004,0,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0512,0.0008,0.0015,0.0014,0.0002,0.0016,0.5463,0.8908,0.8687,0.8787,0.8898,0.8911,0.8795,0.87,0.892,0.8799,0.8295,0.8295,0.8592,0.8474
Norn.mp3,83.35,0.2483347654342651,2060.513165037625,24.224579960152987,0.079546038,0.8119564487886888,-67.43244934,97.00193024,29.52677726745605,5.509028911590576,17.703954696655273,22.68996810913086,-0.2183,0.0153,15.14,0.022114329,2.87,1.3105,-0.056498708,0.2241076368402277,-0.046217117,-0.171764174,0.003765918,-0.016897389,1.195,mrs_green_apple,TRUE,FALSE,FALSE,1.591,1,0.747,2.904,0.3774217665195465,0.2034366279840469,0.006551691,0.003,0.0003,0.0008,0.0002,0.0022,0.0096,0.0066,0.0045,0.0006,0.0003,0.0028,0.0034,0.0159,0.0107,0.0001,0.0002,0.0005,0.0002,0,0.0001,0.0001,0,0,0,0.0003,0.0001,0.0001,0.0001,0.0003,0.0004,0.0128,0.0004,0.0003,0.0001,0.0001,0.0002,0.7392,0.9332,0.8718,0.8982,0.9291,0.9062,0.8948,0.8882,0.8974,0.8988,0.875,0.8333,0.8497,0.9012
Tenbyouno Uta.mp3,76,0.2620037198066711,2062.030270172974,23.836386205747697,0.087813792,0.8132638306045836,-67.03255463,107.95387268066406,41.85109711,0.2654382288455963,20.981800079345703,16.289003372192383,-0.0088,0.0252,20.07,0.016513243,2.36,1.0705,0.1466317107657145,0.1691250201681366,0.010683539,0.1443937430475153,0.008284185,0.010880312,1.399,"mrs_green_apple,_sonoko_inoue",TRUE,FALSE,FALSE,1.836,1,0.631,3.239,0.346952885,0.3409311473369598,0.00951665,0.0004,0.0006,0.0002,0.0003,0,0,0.0016,0.0005,0.0005,0.0004,0.0007,0.0003,0.0163,0.0097,0.0002,0.0005,0.0007,0.0009,0,0.0003,0.0002,0.0001,0.0002,0,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0292,0.0004,0.0007,0.0003,0,0.0008,0.7175,0.943,0.8868,0.9077,0.9337,0.9236,0.9002,0.8907,0.9032,0.9062,0.8903,0.8512,0.8581,0.8878
Mrs. GREEN APPLE「ナハトムジーク」Official Music Video.mp3,143.55,0.2752483785152435,2204.3168892472613,21.862745666817027,0.079318905,0.8185236932732566,-62.49810028,92.81648254394533,40.58127975463867,13.39309787750244,19.859695434570312,18.65762710571289,-0.2238,0.0164,24.62,0.054520555,1.66,1.1809,-0.077560358,-0.036132128,-0.061713354,0.023499912,-0.004898322,-0.009860449,1.517,mrs_green_apple,TRUE,FALSE,FALSE,1.984,1,0.714,3.939,0.3597026765346527,0.2302141636610031,0.011113218,0.0003,0.0011,0.0006,0.0005,0,0,0.0022,0.0004,0.0002,0.0001,0.0004,0.0001,0.0004,0.0002,0.0002,0.0003,0.0001,0.0116,0.0002,0.0069,0.0064,0.006,0.0063,0,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0196,0.0006,0.0009,0.0002,0.0004,0.0113,0.6425,0.8893,0.8713,0.8696,0.8889,0.8842,0.8703,0.8726,0.8774,0.8764,0.8287,0.8297,0.858,0.8286
Feeling.mp3,99.38,0.2748816311359405,2311.779585423048,22.69307368820604,0.094929725,0.7289145211146701,-59.7670784,86.00962829589844,35.22651290893555,4.519850730895996,27.37320137023925,15.431758880615234,-0.1025,0.0263,36.43,0.044666156,2.25,1.4772,-0.148315654,-0.055799369,-0.096019079,0.03395837,-0.000622039,-0.018840633,0.886,mrs_green_apple,TRUE,FALSE,FALSE,2.095,1,0.689,3.191,0.4494621753692627,0.2292088270187378,0.011647662,0.0003,0.0002,0.0001,0.0004,0,0.0001,0.0012,0.0002,0.0001,0.0001,0.0002,0.0002,0.0017,0.0015,0.0002,0.0007,0.0002,0.0011,0.0001,0.0004,0.0003,0.0001,0.0002,0.0001,0.0001,0.0001,0,0.0001,0.0001,0.0001,0.0169,0.0003,0.0004,0.0002,0.0002,0.0009,0.732,0.9174,0.8831,0.8873,0.9192,0.9071,0.8915,0.8758,0.9048,0.8949,0.8556,0.8505,0.8719,0.8761
The White Lounge (Live).mp3,143.55,0.2434422522783279,2618.2787463894715,22.43271761061996,0.1458915499055415,0.7551145703612338,-59.51266479,84.23197937011719,37.26925277709961,-8.683125496,19.103946685791016,15.348891258239746,-0.4765,0.0152,61.04,0.041448571,1.45,1.1338,0.071593303,-0.11187556,-0.029505666,0.003397243,0.001292438,0.016728442,0.966,mrs_green_apple,TRUE,FALSE,FALSE,2.017,1,0.627,3.868,0.2680359482765198,0.3811025321483612,0.011548177,0.0005,0.0004,0.0003,0.0004,0.0001,0,0.0018,0.0002,0.0003,0.0002,0.0005,0.0002,0.001,0.0007,0.0001,0.0001,0.0001,0.0064,0.0001,0.0042,0.0031,0.0012,0.0018,0,0.0001,0.0001,0.0001,0,0.0002,0.0001,0.043,0.0012,0.0003,0.0001,0.0001,0.0056,0.6047,0.8937,0.8931,0.8825,0.8965,0.8894,0.8907,0.883,0.8824,0.8848,0.8556,0.8423,0.8602,0.8317
Mrs. GREEN APPLE「クスシキ」Official Music Video.mp3,136,0.2752567827701568,2495.963390873312,21.602943077462523,0.1022152322057538,0.7448422334458789,-59.50717163,72.50341797,36.07845306396485,1.1282318830490112,20.124391555786133,24.26129150390625,0.2943,0.0151,78.49,0.076311193,2.06,1.2502,0.014278378,-0.019310591,-0.006964012,0.043369034,0.003153201,-0.00090145,0.439,mrs_green_apple,TRUE,FALSE,FALSE,2.727,1,0.653,4.105,0.4934364259243011,0.2100985050201416,0.013839532,0.0003,0.0009,0.0001,0.0013,0,0,0.002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0,0.0001,0.0001,0.0035,0.0001,0.0013,0.0015,0.0064,0.0075,0,0,0,0,0,0.0001,0.0001,0.0094,0.0002,0.0001,0,0.0003,0.0024,0.651,0.873,0.8581,0.8677,0.8649,0.8671,0.8659,0.8603,0.8718,0.864,0.8116,0.8057,0.839,0.8281
Mrs. GREEN APPLE「lulu.」Official Music Video.mp3,89.1,0.2523985505104065,2246.8832149182936,22.473451462121684,0.094654244,0.7662293656252612,-58.87108994,86.64516449,31.15095901489257,-3.869506359,18.56237221,22.709243774414062,-0.2238,0.0314,44.42,0.050267279,1.94,1.2726,0.08899614,0.040506671,0.067766618,-0.017095013,-0.004549563,-0.004773806,1.253,mrs_green_apple,TRUE,FALSE,FALSE,2.184,1,0.675,3.666,0.3597228527069092,0.2675751149654388,0.019519111,0.0009,0.0018,0.0007,0.0019,0.0001,0.0001,0.0055,0.0016,0.0003,0.0001,0.0007,0.0003,0.001,0.0007,0.0002,0.0002,0.0001,0.0017,0.0002,0.0008,0.0004,0.0002,0.0004,0.0001,0.0002,0.0002,0.0001,0.0001,0.0004,0.0002,0.0256,0.0006,0.0005,0.0002,0.0004,0.0018,0.6074,0.9063,0.8787,0.8934,0.9002,0.8933,0.8891,0.8729,0.9021,0.8918,0.8454,0.8364,0.8657,0.8571
Factory.mp3,129.2,0.2645107507705688,2189.770362010814,23.40265683248061,0.096808805,0.6856522090263389,-58.76050568,95.10041809082033,39.85579681396485,7.692765712738037,22.157649993896484,33.44611740112305,-0.8021,0.016,15.28,0.023140801,2.24,1.2939,-0.077331492,0.2085652816474411,-0.012165333,-0.10203235,-0.001449723,-0.013453991,1.159,mrs_green_apple,TRUE,FALSE,FALSE,1.752,0.958,0.69,2.782,0.4391895830631256,0.2225622236728668,0.02279,0.0004,0.0004,0.0002,0.0003,0.0001,0.0001,0.0016,0.0002,0.0001,0.0001,0.0002,0.0002,0.0024,0.0036,0.0003,0.0038,0.0003,0.0048,0.0006,0.0031,0.0029,0.0011,0.0016,0,0.0001,0.0001,0,0.0001,0.0001,0.0001,0.0115,0.0002,0.0002,0.0001,0.0002,0.0051,0.7163,0.9396,0.8995,0.8929,0.9352,0.9259,0.9026,0.8836,0.9163,0.9132,0.8775,0.8757,0.8857,0.8781
Watashi.mp3,83.35,0.2500497102737427,2154.2086168698147,23.883361227772426,0.089433702,0.8479354762857689,-46.69342804,98.59445953,33.89295959472656,-3.646966457,15.270553588867188,24.206579208374023,0.241,0.0225,12.35,0.017576579,2.59,1.1089,0.2287140239230885,0.074890165,0.1316531654282711,-0.022835512,0.01076636,-0.019320252,1.204,mrs_green_apple,TRUE,FALSE,FALSE,1.692,0.958,0.707,3.143,0.4972245097160339,0.2627343833446502,0.017247884,0.0005,0.0005,0.0004,0.0005,0,0,0.0018,0.0001,0.0001,0.0001,0.0002,0.0001,0.0087,0.0061,0.0001,0.0001,0.0004,0.0024,0,0.0009,0.0007,0.0004,0.0004,0,0.0001,0,0,0.0001,0.0001,0.0001,0.0134,0.0002,0.0002,0.0002,0,0.0021,0.7739,0.9393,0.8892,0.903,0.9308,0.9217,0.8962,0.8847,0.9056,0.9068,0.884,0.8431,0.8671,0.89
