filename,duration_sec,bpm,rms_energy,spectral_centroid,spectral_contrast,zero_crossing_rate,harmonic_ratio,mfcc_1_mean,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,tempo_stability,dynamic_range_db,spectral_flatness,onset_rate,onset_strength_mean,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,energy_buildup,artist_canonical,artist,Zuttomayo,artist_yorushika,EVE
Mrs. GREEN APPLE「Soranji」Official Music Video.mp3,353.36,78.3,0.2472975105047226,1934.8996043182133,22.703805506861467,0.078687202,0.8008197239216233,-70.01752472,101.28569793701172,36.61426544189453,-1.959930062,17.74338150024414,22.52251625061035,0.0365,35.35,0.051589005,2.34,1.1352,-0.005110002,0.091515283,-0.097914653,-0.029249085,0.008574013,0.009825268,1.392,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Part of me.mp3,332.71,78.3,0.2283901572227478,1893.879944494425,24.24609242607951,0.073154816,0.8632669491369225,-105.3072128,105.4072036743164,35.91727828979492,3.869832992553711,20.03841209411621,24.08520126342773,0.0317,18.32,0.017379938,1.67,1.18,0.030911071,0.02976449,-0.047930795,-0.055706491,0.019292302,0.013273583,1.504,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Forget it.mp3,217.68,78.3,0.21347516775131226,1814.1442988775602,23.232658789260498,0.076091094,0.6126349953274763,-132.1708069,112.37293243408203,47.25276565551758,2.751096725463867,25.056039810180664,21.340587615966797,0.0221,25.65,0.015626370906829834,3.06,1.6525,0.1113310618346867,0.14353572540558088,0.046868320617129394,0.11292100167435902,0.018559197953101295,-0.00277589,1.473,yorushika,FALSE,FALSE,TRUE,FALSE
"Adolescent, Burglar.mp3",76.28,80.75,0.10322356224060059,1718.4794108068131,23.54562733566224,0.079051783,0.3670157518641239,-219.8162231,108.0526123046875,45.652896881103516,-6.538170338,25.344362258911133,12.423967361450195,0.0641,39.33,0.013624798506498337,3.5,1.6602,0.049881748,-0.215828452,-0.120945208,0.002984739,0.057036125197304555,-0.011937068,0.962,yorushika,FALSE,FALSE,TRUE,FALSE
Church in the Forest.mp3,119.65,80.75,0.17713025212287903,980.9495336,22.138442510005294,0.036035043,0.818421196,-229.7105103,151.70211791992188,49.129356384277344,5.576800823,24.967693328857422,20.40228271484375,0.0344,44.29,0.009217968,2.88,1.135,0.21490062996547943,-0.046352333,0.096456945,-0.083919642,-0.005310176,0.00578047,0.389,yorushika,FALSE,FALSE,TRUE,FALSE
Liar.mp3,290.47,80.75,0.16865088045597076,1739.0947650794603,24.021031071866307,0.068358321,0.7079219220394768,-149.7313538,118.30653381347656,37.65507888793945,5.315837860107422,21.285659790039062,20.941707611083984,0.0324,26.98,0.00923772,2.71,1.3708,0.27549235998002475,-0.045112533,-0.087781401,-0.129198625,-0.016166428,0.037726075,1.45,yorushika,FALSE,FALSE,TRUE,FALSE
"Middle Age, Plagiarist.mp3",108.65,80.75,0.061387952,972.5155256559175,24.52614617278629,0.053696957,0.598327101,-312.0489197,141.94558715820312,46.54444504,17.186758041381836,27.28898048400879,10.139057159423828,0.0378,34.61,0.010706005617976189,2.6,0.9585,0.30301742454794695,-0.168708851,-0.115159899,-0.085355839,0.038475672,0.023631939,1.717,yorushika,FALSE,FALSE,TRUE,FALSE
Nautilus.mp3,240.81,80.75,0.2137874960899353,2293.8040230631077,23.62264663,0.092886762,0.8644296488420363,-91.24455261,87.49884796142578,26.09261703491211,2.4819235801696777,20.148731231689453,23.327892303466797,0.04,32.97,0.023896902799606323,2.06,1.0977,-0.022881259,-0.15745178,-0.00825524,0.061393358,-0.011731647,-0.009373687,1.524,yorushika,FALSE,FALSE,TRUE,FALSE
Only sorrow.mp3,272.04,80.75,0.16385596990585327,1705.6186677433618,25.25122742190763,0.057624106,0.8427499717506136,-174.884491,101.37826538085938,27.811609268188477,16.165555953979492,20.452661514282227,36.59153366088867,0.0333,28.1,0.005763858,2.63,1.0962,-0.338665697,0.027116915977516084,0.079917811,0.1410244536824302,-0.011932592,0.017763923,1.561,yorushika,FALSE,FALSE,TRUE,FALSE
Nareai Serve.mp3,237.87,83.35,0.3035139441490173,2305.301673,21.537622002165936,0.1070103747254758,0.6555151311478025,-4.549665928,88.87163543701172,26.71158218383789,-14.20554543,19.70870590209961,32.851749420166016,0.0274,11.09,0.027275924,2.87,1.3301,-0.082557374,0.067595195,-0.039717627,0.060043177,-0.007990397,0.009017706,1.024,zutomayo,FALSE,TRUE,FALSE,FALSE
Aufheben.mp3,255,83.35,0.3521197736263275,2355.1954960880003,21.314109804265605,0.1089059707788881,0.7196297298662201,36.85624313354492,91.51600646972656,18.41772079467773,-17.59164238,12.706951141357422,25.29261779785156,0.0257,4.03,0.027343269,0.81,1.1233,-0.036360659,-0.029713946,-0.041525107,0.022054266,0.00815755,0.000532069,0.916,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
In The Morning.mp3,237.8,83.35,0.3480529487133026,2750.6008184199145,21.75486467509535,0.1447549383055067,0.715950121,39.69319534301758,72.39186859,23.19894027709961,-13.97750664,17.406320571899414,27.49532890319824,0.0391,7.82,0.046479341,1.19,1.1881,0.046927621,-0.01256598,0.065082618,-0.05735832,0.000588946,-0.00211904,1.07,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Norn.mp3,228.01,83.35,0.2483347654342651,2060.513165037625,24.224579960152987,0.079546038,0.8119564487886888,-67.43244934,97.00193024,29.52677726745605,5.509028911590576,17.703954696655273,22.68996810913086,0.0153,15.14,0.022114329,2.87,1.3105,-0.056498708,0.2241076368402277,-0.046217117,-0.171764174,0.003765918,-0.016897389,1.195,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
They Are.mp3,329.72,83.35,0.2854897677898407,1561.4994769467555,23.424433527801405,0.068903396,0.8029905493105889,-76.6367569,135.15048217773438,38.334171295166016,-6.983999729,21.43689537,10.23706055,0.0372,20.47,0.008037481,1.95,1.0924,0.1491680280612688,-0.164223992,-0.129343297,0.012225472,-0.00739227,0.005442174,1.281,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Wall Flower.mp3,243.4,83.35,0.3289030790328979,2924.6380008667497,21.278777483427312,0.1601635162286559,0.7259444290364603,18.534875869750977,60.271915435791016,24.598875045776367,-9.52136898,20.63511276245117,36.799922943115234,0.0291,15.08,0.059682973,0.79,1.1583,0.054684768,-0.091074144,-0.003113289,0.062115017,0.004275808,-0.007121423,0.948,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Watashi.mp3,367.51,83.35,0.2500497102737427,2154.2086168698147,23.883361227772426,0.089433702,0.8479354762857689,-46.69342804,98.59445953,33.89295959472656,-3.646966457,15.270553588867188,24.206579208374023,0.0225,12.35,0.017576579,2.59,1.1089,0.2287140239230885,0.074890165,0.1316531654282711,-0.022835512,0.01076636,-0.019320252,1.204,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Bubble.mp3,234.61,83.35,0.2946251630783081,2482.3899834688746,22.359788359530768,0.093424962,0.6570785697745852,-54.99090576,78.39920043945312,31.55625343322754,20.37429428100586,23.78761863708496,32.37788772583008,0.0372,10.89,0.022797584533691406,2.92,1.5735,0.063894662,0.046304595,-0.109085021,0.021724081,-0.005217231,0.008370019,0.954,yorushika,FALSE,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『マリンブルーの庭園』 (ZUTOMAYO - Marine Blue Garden)（Audio Track）.mp3,214.29,86.13,0.2383782267570495,2031.778373775595,23.256315379614293,0.079675712,0.8020695188095844,-81.62062073,99.23967742919922,36.12081146240234,-0.178038597,25.75969886779785,37.21106719970703,0.0234,12.88,0.016019298,3.31,1.3715,0.1420740585568392,-0.0285534,0.019622826,-0.088000726,-0.006292505,-0.001752505,0.973,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,FALSE
ずっと真夜中でいいのに。『メディアノーチェ』MV (ZUTOMAYO - Medianoche).mp3,239.02,86.13,0.1150543913245201,2368.145957355801,20.926995609255272,0.1021615860877695,0.6369458393263016,-119.9225159,86.03559112548828,30.97047233581543,-3.236594915,21.63117027282715,14.864734649658203,0.0278,50.29,0.072612815,1.93,1.3055,-0.103716282,0.015405531,-0.073219728,-0.023968473,-0.000761783,-0.010170646,0.917,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,FALSE
Enen.mp3,216.25,86.13,0.3113660812377929,2631.8407605963816,20.725539343742067,0.1064398079336214,0.7202225068617802,-1.0639503,71.87723541259766,22.81354522705078,1.4055827856063845,15.789627075195312,22.11392593383789,0.0345,9.22,0.059817638,2.67,1.3447,-0.061412336,-0.008911751,-0.038437048,0.026448317,-0.000181032,0.005303621,0.888,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
New My Normal.mp3,244.34,86.13,0.3389682471752167,2695.249549068198,22.559045988285185,0.1276785170727216,0.7550224023539303,14.30726432800293,77.63571166992188,23.94767951965332,-3.913344622,15.774687767028809,19.77133178710937,0.0314,13.09,0.035082042,1.48,1.1984,-0.056329142,0.004236716,-0.078273568,0.027831869,0.000973553,0.003697431,0.923,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Risky Game.mp3,179.45,86.13,0.3441590666770935,2624.9270349726435,21.78046504055518,0.1424669997937961,0.6384717971961803,36.81631851196289,75.81873321533203,22.038896560668945,-15.77454853,14.085444450378418,30.253671646118164,0.0315,6.07,0.038905576,0.82,1.1984,-0.017662846,0.1179666714368867,-0.023548613,-0.064480223,-0.008492354,-0.005899135,0.979,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Samama Festival!.mp3,263.37,86.13,0.3390400409698486,3188.091688,21.287990542622985,0.1877261254876355,0.6867740993809024,48.50245666503906,51.29132461547852,20.72261047363281,-17.31251907,14.969706535339355,31.05613136291504,0.0289,8.63,0.069877587,1.01,1.1796,0.049995193,-0.087138724,-0.01563858,0.060014007,0.000135927,-0.006842277,0.973,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Night Journey.mp3,202.72,86.13,0.19560982286930084,2115.034506439486,23.904438499487604,0.075178759,0.8121334372766801,-128.3183441,84.35902404785156,24.074384689331055,13.106707572937012,17.05897331237793,34.554935455322266,0.0239,27.12,0.018470169976353645,2.79,1.2188,-0.212528152,-0.113876958,-0.140572763,0.046680727,0.009630549,-0.018015929,1.73,yorushika,FALSE,FALSE,TRUE,FALSE
Snake.mp3,260.22,86.13,0.2388700693845749,1982.112984500544,23.239019351396546,0.070786621,0.7357704244020428,-85.26200104,97.26552582,34.426979064941406,9.08913517,16.875396728515625,27.549829483032227,0.0233,20.75,0.033643667,2.57,1.3385,0.12238753944163382,-0.130204796,-0.111131634,0.021664838,0.014969280105908244,-0.004815458,1.087,yorushika,FALSE,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『奥底に眠るルーツ』 (ZUTOMAYO - Inner Heart)（Audio Track）.mp3,263.85,89.1,0.1931528747081756,2485.529342000758,22.713021869477608,0.1018587600509283,0.7204675940865656,-94.93279266,75.13239288330078,29.17988014221192,5.654757022857666,21.296405792236328,30.18281936645508,0.04,18.36,0.037093654,3.95,1.5878,0.004939329,-0.112500552,0.03047124,0.07298958,-0.00110947,8.298382403889253e-05,0.918,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,FALSE
ずっと真夜中でいいのに。『微熱魔』MV (ZUTOMAYO - Warmthaholic).mp3,217.34,89.1,0.1252569705247879,2316.939029540936,21.52353311764581,0.1046622852626589,0.7233970697537458,-94.66030884,94.16584014892578,27.321083068847656,-3.228313446,16.902894973754883,21.802135467529297,0.0276,9.53,0.038856179,3.73,1.3814,0.166487939,0.011416461,0.090046669,-0.048986852,-0.005185092,-0.009858274,1.02,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,FALSE
Just A Friend.mp3,249.45,89.1,0.3026684522628784,2797.9792149255804,21.50829743434017,0.1433830800912137,0.692306863,22.488021850585938,69.59397888183594,26.93313789367676,-12.55880356,16.13008689880371,28.98038482666016,0.0285,9.86,0.04893472,1.38,1.2152,-0.107788769,0.1008223556148391,0.099067947,-0.014672325,0.014823212,0.01129436,0.929,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Mrs. GREEN APPLE「lulu.」Official Music Video.mp3,295.67,89.1,0.2523985505104065,2246.8832149182936,22.473451462121684,0.094654244,0.7662293656252612,-58.87108994,86.64516449,31.15095901489257,-3.869506359,18.56237221,22.709243774414062,0.0314,44.42,0.050267279,1.94,1.2726,0.08899614,0.040506671,0.067766618,-0.017095013,-0.004549563,-0.004773806,1.253,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Omochanoheitai.mp3,191.91,89.1,0.359575868,2524.1105295860625,21.78347802794232,0.1263693733930732,0.7409317430485682,30.86950684,81.31220245361328,24.22472381591797,-14.80786419,16.406633377075195,33.16048049926758,0.0262,10.98,0.035135314,0.94,1.1801,-0.044404137,-0.130045332,0.083808689,-0.009630264,-0.007198722,0.00501092,1.058,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Soup.mp3,216.45,89.1,0.3251808583736419,2433.5293754887684,22.6756912,0.1098001116310877,0.78208644,5.790342330932617,86.08665466308594,25.64696311950684,-11.13102341,17.88536262512207,25.32797813415528,0.0132,11.7,0.025608586,1.19,1.162,0.1438939148481264,0.001220257,0.028283183,-0.057190831,-0.007864729,-0.004603606,1.021,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Splash.mp3,235.75,89.1,0.3354012668132782,2794.620237587377,22.655047618385648,0.1268373668035309,0.8060358609403291,7.568736076,64.31015014648438,24.37234115600586,-12.59524727,19.84369659423828,18.33457946777344,0.0332,13.03,0.033819832,2.35,1.371,0.088738598,-0.003415905,-0.01346661,0.02121125,0.012048495,-0.002613351,0.788,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
451.mp3,209.57,89.1,0.2498023808002472,2472.556634,21.821241497745934,0.1027101178193552,0.4921214513190669,-71.82852173,76.67957305908203,33.448760986328125,9.893109321594238,17.14458465576172,29.61625099182129,0.0329,27.54,0.037393022,2.8,1.6126,-0.122243514,0.024483216467561617,-0.058528465,0.029087156,0.001136798,-0.003295334,0.935,yorushika,FALSE,FALSE,TRUE,FALSE
Bomber (Re-Recording).mp3,215.72,89.1,0.3333674967288971,2526.032452435639,22.390412519608102,0.10656329672196212,0.7335502743946548,0.7385205030441284,83.33213806152344,27.646934509277344,-2.562113523,19.635215759277344,30.153871536254883,0.0284,14.08,0.026409959,3.32,1.3759,-0.137225164,0.040752195385896854,0.040968031878530486,0.050949101322016264,-0.00637413,0.010731729309766434,0.93,yorushika,FALSE,FALSE,TRUE,FALSE
Ghost In A Flower.mp3,241.23,89.1,0.2212986797094345,2072.9268414927847,23.32089852130226,0.082014048,0.8280822668343484,-116.9969711,96.00664520263672,34.75395965576172,2.7383265495300293,20.065746307373047,30.097991943359375,0.0342,33.35,0.016378736,2.71,1.2692,0.12343967331811255,-0.212999312,0.056795799,0.12349802566844538,0.00725278,-0.018317473,0.837,yorushika,FALSE,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『不法侵入』MV (ZUTOMAYO – Intrusion).mp3,263.06,92.29,0.1339347064495086,2435.958986,22.28577808628549,0.1152959596342674,0.6908606730520305,-96.98256683,85.57976531982422,29.28643798828125,-9.019371986,21.42139434814453,21.65526580810547,0.0197,18.4,0.043230485,3.98,1.4059,0.065082738,0.1440502160995881,-0.053010206,0.015796698,-0.00169256,0.009592624,1.042,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,FALSE
ずっと真夜中でいいのに。『形』MV (ZUTOMAYO - Pain Give Form).mp3,211.67,92.29,0.1129843443632125,1946.695904550842,21.469866595159075,0.079338446,0.7349996035998492,-155.1984253,97.22706604003906,39.87303161621094,6.828888893127441,18.7597599,19.299591064453125,0.0387,78.59,0.080914102,2.33,1.1305,-0.06285123,-0.06164958,-0.080558114,-0.057699427,0.015116486,0.008677893,0.93,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,FALSE
Ao To Natsu.mp3,270.51,92.29,0.3786487877368927,2665.225649987525,22.33107814488388,0.1296898890155579,0.8113800946897826,37.95857238769531,74.66793823242188,24.835186004638672,-14.61972904,16.08729362487793,31.24929428100586,0.0288,6.1,0.03342,1.52,1.1201,0.052817996,-0.158416219,0.02957677,0.09900043,0.002352307,-0.008004646,0.976,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Apollodorus.mp3,284.9,92.29,0.2943592965602875,2527.5156438805725,22.278136044830845,0.1116994893541157,0.7646646052629856,-27.32767105,76.38446044921875,29.392501831054688,2.4511754512786865,15.108141899108888,21.082103729248047,0.033,27.96,0.036982372,1.18,1.1692,0.1131185900053295,0.038734935,-0.013904732,-0.064816928,-0.01712578,0.00342031,0.771,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Doutoku To Sara.mp3,261.93,92.29,0.3292163014411926,2483.740041403818,21.79439670338292,0.1237409260454525,0.7327843455396923,11.772523880004885,78.27435302734375,23.597883224487305,-16.27674866,20.90146827697754,38.29808044433594,0.0301,10.74,0.031841371,1.32,1.1532,0.059912781,-0.116433386,0.009923732,0.1054495190009448,0.006599285,-0.011849734,1.047,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Hello.mp3,190.08,92.29,0.3141033947467804,2412.670052363129,22.78787082725996,0.1218339550316049,0.7728750011851351,0.3348114788532257,83.46266174316406,27.698883056640625,-14.30416584,18.404460906982425,27.188045501708984,0.0267,13.55,0.029608339,1.28,1.1503,0.021111412,0.2112635929867658,-0.136745085,0.016772558,-0.024740006,-0.002154488,0.765,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
How-to.mp3,236.69,92.29,0.3056538105010986,2937.292695455622,22.041038636639943,0.1267729293886109,0.7787363090717591,-4.949371815,65.21818542480469,27.17333984,6.166008949279785,20.293609619140625,23.560895919799805,0.0337,15.56,0.045021798,1.82,1.3905,0.080732755,0.021710303,0.1063929612150876,-0.012960413,0.002481276,-0.014834108,1.3,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Inferno.mp3,211.6,92.29,0.3489291667938232,2635.556505164513,21.447348422019104,0.1333433243546307,0.7100043227827837,37.38380051,75.97658539,26.38423728942871,-20.20233154,16.932497024536133,27.870086669921875,0.0275,7.21,0.039148733,1.45,1.2822,0.031827196,-0.106084711,0.012015714,0.071294484,-0.002428334,-0.001560534,1.064,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
No.7.mp3,269.36,92.29,0.3344123065471649,2804.5882628897893,21.82144567609819,0.1381717665772347,0.7259533508132274,25.97145271301269,65.43215942382812,26.34804916381836,-11.19926262,18.291488647460938,35.76024246,0.0311,7.54,0.039969474,2.09,1.305,0.059093353,-0.070322141,-0.048042554,-0.011395587,0.018530135,-0.003690051,1.024,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
On My Mind.mp3,199.63,92.29,0.3686813712120056,2779.2887568009187,21.884112229902904,0.1245360817014131,0.7725065968399026,28.869327545166016,67.03544616699219,18.660682678222656,-6.917316437,13.837943077087402,27.64053726196289,0.0436,7.98,0.040280439,1.6,1.2399,0.030855903,-0.010754003,0.034796042,-0.01412009,-0.011134126,-0.014041871,1.011,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Tomoshibi.mp3,220.73,92.29,0.3530430197715759,2568.383502141341,22.02855087,0.1125512677336436,0.7911706439449516,23.16604423522949,79.59629821777344,21.661191940307617,-7.800614834,18.24561882019043,28.20325469970703,0.034,10.91,0.032781556,1.31,1.2149,-0.136310776,-0.030226036,-0.09551123,0.002768633,-0.007243104,-0.017296803,1.11,mrs_green_apple,TRUE,FALSE,FALSE,FALSE
Dance of You.mp3,232.48,92.29,0.22869156301021576,2156.8113037929465,22.70380791686873,0.086643662,0.7401929590631233,-73.68603516,96.72689056396484,32.416969299316406,-0.006576607,19.08654022216797,28.968626022338867,0.0318,22.45,0.016113201156258583,3.13,1.3165,0.12287353497795377,0.1285699572247665,-0.000312756,0.063032774,0.010163066112977931,0.002079023,1.061,yorushika,FALSE,FALSE,TRUE,FALSE
ultra soul.mp3,79.57,95.7,0.2645937502384186,1841.732275108787,22.379300360654288,0.096810342,0.6476150161233082,-39.69480133,118.26653289794922,25.00952721,-35.50873947,18.236766815185547,42.02999114990234,0.0406,13.39,0.012642811,3.78,1.4766,-0.128754837,0.028943505,-0.003734965,0.035228724,-0.007564694,-0.004571778,1.197,zutomayo,FALSE,TRUE,FALSE,FALSE
ずっと真夜中でいいのに。『またね幻』 (ZUTOMAYO - Matane Maboroshi)（Audio Track）.mp3,242.42,95.7,0.2449782937765121,2357.021650760108,22.936509893726168,0.1008339830655588,0.685267059,-66.38768768,85.12150573730469,28.95189857,4.913767814636231,25.877809524536133,24.316450119018555,0.0275,23.46,0.026873561,3.27,1.3489,0.001097442,0.1590312406543436,0.020719011,-0.044241005,0.010261571,0.009958182,1.228,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,FALSE
ずっと真夜中でいいのに。『シェードの埃は延長』 (ZUTOMAYO - SHADE)（Audio Track）.mp3,231.25,95.7,0.3491587340831756,2493.859564653064,21.63991432406097,0.1015802467683232,0.7327020989725371,10.405529975891112,86.83345794677734,25.06671905517578,2.8120505809783936,18.320655822753903,14.76529598236084,0.0314,7.23,0.031043485,3.85,1.3101,0.053122713,0.095293877,-0.039222696,-0.033843678,-0.010280441,0.008534147,0.931,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,FALSE
ずっと真夜中でいいのに。『暗く黒く』MV（ZUTOMAYO – DARKEN）.mp3,258.01,95.7,0.2262938469648361,2494.845051913426,22.25815418477602,0.1193029459986951,0.6275050660716569,-75.51125336,72.13829803466797,31.634117126464844,-8.789629936,20.79121971130371,26.78181266784668,0.0255,37.7,0.064584605,2.97,1.5058,-0.070987233,0.1043262393003736,0.047370717,0.034891878,0.006181948,0.012594736,1.731,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,FALSE
ずっと真夜中でいいのに。『シェードの埃は延長』MV (ZUTOMAYO - SHADE).mp3,237.71,95.7,0.1260443031787872,2431.021676381593,21.41688457153501,0.099068441,0.7325445269775829,-100.5411224,84.37157440185547,28.566123962402344,2.526249408721924,18.22002220153809,14.541330337524414,0.0293,16.72,0.055985417,3.82,1.2771,0.05091247,0.093112641,-0.038622763,-0.033484168,-0.00944123,0.009282937,0.858,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,FALSE
